"","injuries","crash_date","crash_hour","report_type","num_units","posted_speed_limit","weather_condition","lighting_condition","roadway_surface_cond","first_crash_type","trafficway_type","prim_contributory_cause","latitude","longitude"
"292","none",2021-11-23 16:30:00,16,"ON SCENE",2,30,"UNKNOWN","UNKNOWN","UNKNOWN","TURNING","DIVIDED - W/MEDIAN (NOT RAISED)","FAILING TO YIELD RIGHT-OF-WAY",41.924152334,-87.744469615
"293","none",2021-11-23 16:30:00,16,"NOT ON SCENE (DESK REPORT)",3,30,"UNKNOWN","DAYLIGHT","UNKNOWN","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)","FOLLOWING TOO CLOSELY",41.890431846,-87.74579396
"294","none",2021-11-23 16:30:00,16,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DARKNESS","DRY","TURNING","NOT DIVIDED","FOLLOWING TOO CLOSELY",41.967984217,-87.76068093
"295","none",2021-11-23 16:20:00,16,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","NOT DIVIDED","IMPROPER TURNING/NO SIGNAL",41.858805781,-87.638826366
"296","none",2021-11-23 16:20:00,16,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DUSK","DRY","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)","UNABLE TO DETERMINE",41.97959355,-87.758589272
"297","none",2021-11-23 16:15:00,16,"UNKNOWN",2,25,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","SIDESWIPE SAME DIRECTION","NOT DIVIDED","FAILING TO YIELD RIGHT-OF-WAY",41.881992298,-87.632506627
"298","none",2021-11-23 16:15:00,16,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","NOT DIVIDED","VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",41.851742681,-87.717493438
"299","injuries",2021-11-23 16:09:00,16,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","ANGLE","FOUR WAY","FAILING TO YIELD RIGHT-OF-WAY",41.750918138,-87.624690123
"300","none",2021-11-23 16:00:00,16,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","ANGLE","NOT DIVIDED","UNABLE TO DETERMINE",41.74606821,-87.576033522
"301","none",2021-11-23 16:00:00,16,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","OTHER","UNABLE TO DETERMINE",41.924152334,-87.744469615
"302","none",2021-11-23 16:00:00,16,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","UNKNOWN","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)","UNABLE TO DETERMINE",41.960861944,-87.725948158
"303","none",2021-11-23 16:00:00,16,"NOT ON SCENE (DESK REPORT)",2,25,"CLEAR","DAYLIGHT","UNKNOWN","PARKED MOTOR VEHICLE","OTHER","UNABLE TO DETERMINE",41.877192287,-87.708662982
"304","injuries",2021-11-23 16:00:00,16,"ON SCENE",2,35,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","CENTER TURN LANE","UNABLE TO DETERMINE",41.86619857,-87.705516482
"305","none",2021-11-23 15:52:00,15,"ON SCENE",3,30,"CLEAR","DUSK","DRY","SIDESWIPE SAME DIRECTION","NOT DIVIDED","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE",41.830722061,-87.641379722
"306","injuries",2021-11-23 15:51:00,15,"ON SCENE",2,30,"UNKNOWN","DAYLIGHT","UNKNOWN","PEDESTRIAN","ONE-WAY","UNABLE TO DETERMINE",41.881907122,-87.642516505
"307","none",2021-11-23 15:50:00,15,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","NOT DIVIDED","UNABLE TO DETERMINE",41.785496187,-87.654505726
"308","none",2021-11-23 15:50:00,15,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN (NOT RAISED)","UNABLE TO DETERMINE",41.775064818,-87.586416575
"309","none",2021-11-23 15:45:00,15,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","NOT DIVIDED","FAILING TO REDUCE SPEED TO AVOID CRASH",41.771884028,-87.683588402
"310","injuries",2021-11-23 15:35:00,15,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","DIVIDED - W/MEDIAN BARRIER","UNABLE TO DETERMINE",41.900752974,-87.624235
"311","none",2021-11-23 15:30:00,15,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","NOT DIVIDED","PHYSICAL CONDITION OF DRIVER",41.816733345,-87.728041783
"312","none",2021-11-23 15:30:00,15,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)","FAILING TO REDUCE SPEED TO AVOID CRASH",41.736006565,-87.645341819
"313","injuries",2021-11-23 15:30:00,15,"ON SCENE",2,35,"CLEAR","DAYLIGHT","DRY","PEDESTRIAN","NOT DIVIDED","UNABLE TO DETERMINE",41.741409589,-87.638431491
"314","none",2021-11-23 15:30:00,15,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN (NOT RAISED)","IMPROPER LANE USAGE",41.800878474,-87.694057308
"315","none",2021-11-23 15:27:00,15,"NOT ON SCENE (DESK REPORT)",3,30,"CLEAR","DUSK","DRY","PARKED MOTOR VEHICLE","NOT DIVIDED","UNABLE TO DETERMINE",41.804268733,-87.656762636
"316","none",2021-11-23 15:20:00,15,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN (NOT RAISED)","NOT APPLICABLE",41.868972929,-87.643864205
"317","none",2021-11-23 15:15:00,15,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","NOT DIVIDED","NOT APPLICABLE",41.776511601,-87.742372341
"318","none",2021-11-23 15:15:00,15,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","UNKNOWN","PARKED MOTOR VEHICLE","NOT DIVIDED","IMPROPER OVERTAKING/PASSING",41.927400289,-87.651281449
"319","none",2021-11-23 15:14:00,15,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN (NOT RAISED)","FAILING TO YIELD RIGHT-OF-WAY",41.793922946,-87.801442112
"320","injuries",2021-11-23 15:11:00,15,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","NOT DIVIDED","FAILING TO REDUCE SPEED TO AVOID CRASH",41.873502527,-87.735074485
"321","none",2021-11-23 15:11:00,15,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","OTHER","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE",41.778312714,-87.743648058
"322","none",2021-11-23 15:10:00,15,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","NOT DIVIDED","FOLLOWING TOO CLOSELY",41.752601357,-87.644237599
"323","none",2021-11-23 15:07:00,15,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","DIVIDED - W/MEDIAN (NOT RAISED)","UNABLE TO DETERMINE",41.833123433,-87.650877922
"324","injuries",2021-11-23 15:01:00,15,"ON SCENE",2,35,"CLEAR","DAYLIGHT","DRY","PEDESTRIAN","NOT DIVIDED","UNABLE TO DETERMINE",41.912342208,-87.667568392
"325","none",2021-11-23 15:01:00,15,"ON SCENE",1,40,"CLEAR","DAYLIGHT","DRY","FIXED OBJECT","DIVIDED - W/MEDIAN BARRIER","UNABLE TO DETERMINE",41.896828045,-87.617207703
"326","none",2021-11-23 15:00:00,15,"NOT ON SCENE (DESK REPORT)",2,45,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","NOT DIVIDED","FAILING TO YIELD RIGHT-OF-WAY",41.925503567,-87.652589582
"327","none",2021-11-23 15:00:00,15,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","ONE-WAY","NOT APPLICABLE",41.781099811,-87.671672297
"328","none",2021-11-23 15:00:00,15,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","ANGLE","DIVIDED - W/MEDIAN (NOT RAISED)","IMPROPER LANE USAGE",41.75000301,-87.702253891
"329","none",2021-11-23 15:00:00,15,"NOT ON SCENE (DESK REPORT)",2,30,"UNKNOWN","UNKNOWN","UNKNOWN","PARKED MOTOR VEHICLE","NOT DIVIDED","UNABLE TO DETERMINE",41.778069435,-87.700531315
"330","none",2021-11-23 14:55:00,14,"ON SCENE",2,35,"CLEAR","DAYLIGHT","DRY","ANGLE","NOT DIVIDED","DISREGARDING TRAFFIC SIGNALS",41.855577413,-87.625601974
"331","none",2021-11-23 14:49:00,14,"ON SCENE",2,20,"CLEAR","DAYLIGHT","DRY","TURNING","NOT DIVIDED","FAILING TO YIELD RIGHT-OF-WAY",41.915264524,-87.69728163
"332","none",2021-11-23 14:49:00,14,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","OTHER","IMPROPER TURNING/NO SIGNAL",41.778932912,-87.699628664
"333","injuries",2021-11-23 14:48:00,14,"ON SCENE",4,25,"CLEAR","DAYLIGHT","DRY","ANGLE","FOUR WAY","DISREGARDING TRAFFIC SIGNALS",41.823629662,-87.626573071
"334","none",2021-11-23 14:45:00,14,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN (NOT RAISED)","UNABLE TO DETERMINE",41.917670806,-87.760525652
"335","none",2021-11-23 14:45:00,14,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","ANGLE","DIVIDED - W/MEDIAN (NOT RAISED)","UNABLE TO DETERMINE",41.975946118,-87.677725746
"336","none",2021-11-23 14:40:00,14,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","ONE-WAY","FAILING TO YIELD RIGHT-OF-WAY",41.714098768,-87.643488697
"337","none",2021-11-23 14:34:00,14,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","DIVIDED - W/MEDIAN (NOT RAISED)","IMPROPER BACKING",41.939719555,-87.675192719
"338","none",2021-11-23 14:30:00,14,"NOT ON SCENE (DESK REPORT)",2,25,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","NOT DIVIDED","UNABLE TO DETERMINE",41.668719805,-87.633332138
"339","injuries",2021-11-23 14:28:00,14,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","PEDESTRIAN","DIVIDED - W/MEDIAN BARRIER","VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",41.973141431,-87.659927815
"340","none",2021-11-23 14:20:00,14,"ON SCENE",2,40,"CLEAR","DAYLIGHT","DRY","REAR END","DIVIDED - W/MEDIAN BARRIER","FOLLOWING TOO CLOSELY",41.910037242,-87.626119253
"341","none",2021-11-23 14:20:00,14,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN (NOT RAISED)","IMPROPER LANE USAGE",41.953556372,-87.745213133
"342","injuries",2021-11-23 14:11:00,14,"ON SCENE",1,30,"CLEAR","DAYLIGHT","DRY","FIXED OBJECT","RAMP","EQUIPMENT - VEHICLE CONDITION",41.851058626,-87.613152893
"343","none",2021-11-23 14:10:00,14,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","REAR TO REAR","NOT DIVIDED","UNABLE TO DETERMINE",41.880128783,-87.647164601
"344","none",2021-11-23 14:05:00,14,"NOT ON SCENE (DESK REPORT)",2,35,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","DIVIDED - W/MEDIAN BARRIER","UNABLE TO DETERMINE",41.824489781,-87.685006103
"345","none",2021-11-23 14:00:00,14,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","NOT DIVIDED","FOLLOWING TOO CLOSELY",41.848589813,-87.661206618
"346","none",2021-11-23 14:00:00,14,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)","FAILING TO REDUCE SPEED TO AVOID CRASH",41.750054934,-87.682992203
"347","none",2021-11-23 14:00:00,14,"NOT ON SCENE (DESK REPORT)",2,30,"UNKNOWN","UNKNOWN","UNKNOWN","PARKED MOTOR VEHICLE","NOT DIVIDED","UNABLE TO DETERMINE",41.899478361,-87.746679394
"348","none",2021-11-23 14:00:00,14,"ON SCENE",2,15,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","ONE-WAY","UNABLE TO DETERMINE",41.776583672,-87.696839285
"349","none",2021-11-23 14:00:00,14,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","DIVIDED - W/MEDIAN (NOT RAISED)","UNABLE TO DETERMINE",41.968456969,-87.679031636
"350","injuries",2021-11-23 13:52:00,13,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","NOT DIVIDED","FAILING TO YIELD RIGHT-OF-WAY",41.851198491,-87.638637495
"351","none",2021-11-23 13:50:00,13,"ON SCENE",2,15,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","RAMP","UNABLE TO DETERMINE",41.936450168,-87.650552452
"352","none",2021-11-23 13:45:00,13,"NOT ON SCENE (DESK REPORT)",2,35,"UNKNOWN","DAYLIGHT","UNKNOWN","PARKED MOTOR VEHICLE","DIVIDED - W/MEDIAN (NOT RAISED)","UNABLE TO DETERMINE",41.923025621,-87.645166361
"353","none",2021-11-23 13:45:00,13,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","NOT DIVIDED","UNABLE TO DETERMINE",41.920829411,-87.677585327
"354","none",2021-11-23 13:45:00,13,"ON SCENE",2,35,"CLEAR","DAYLIGHT","DRY","ANGLE","FOUR WAY","CELL PHONE USE OTHER THAN TEXTING",41.869805222,-87.643776302
"355","none",2021-11-23 13:44:00,13,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","ONE-WAY","IMPROPER BACKING",41.795286238,-87.714698175
"356","none",2021-11-23 13:37:00,13,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","NOT DIVIDED","NOT APPLICABLE",41.9128515,-87.765488892
"357","none",2021-11-23 13:35:00,13,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","NOT DIVIDED","UNABLE TO DETERMINE",41.904795555,-87.697073044
"358","none",2021-11-23 13:35:00,13,"ON SCENE",3,35,"CLEAR","DAYLIGHT","DRY","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)","FOLLOWING TOO CLOSELY",41.876226088,-87.725370142
"359","injuries",2021-11-23 13:30:00,13,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","T-INTERSECTION","FAILING TO YIELD RIGHT-OF-WAY",41.798505044,-87.723458737
"360","none",2021-11-23 13:30:00,13,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","ONE-WAY","IMPROPER LANE USAGE",41.810504832,-87.622723607
"361","none",2021-11-23 13:30:00,13,"ON SCENE",2,35,"CLEAR","DAYLIGHT","DRY","REAR END","FOUR WAY","NOT APPLICABLE",41.761464287,-87.585661052
"362","none",2021-11-23 13:20:00,13,"NOT ON SCENE (DESK REPORT)",2,10,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","PARKING LOT","UNABLE TO DETERMINE",41.909187572,-87.677576738
"363","injuries",2021-11-23 13:20:00,13,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","NOT DIVIDED","FAILING TO YIELD RIGHT-OF-WAY",41.928427933,-87.686194106
"364","injuries",2021-11-23 13:20:00,13,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","ANGLE","FOUR WAY","DISREGARDING TRAFFIC SIGNALS",41.866288995,-87.710687846
"365","none",2021-11-23 13:15:00,13,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","DIVIDED - W/MEDIAN (NOT RAISED)","UNABLE TO DETERMINE",41.932445362,-87.66854285
"366","none",2021-11-23 13:13:00,13,"ON SCENE",2,30,"UNKNOWN","UNKNOWN","UNKNOWN","PARKED MOTOR VEHICLE","ONE-WAY","UNABLE TO DETERMINE",41.884591274,-87.629378727
"367","none",2021-11-23 13:11:00,13,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","NOT DIVIDED","UNABLE TO DETERMINE",41.734880619,-87.625551941
"368","injuries",2021-11-23 13:07:00,13,"NOT ON SCENE (DESK REPORT)",4,30,"CLEAR","DAYLIGHT","DRY","REAR END","OTHER","OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",41.750891047,-87.625968505
"369","none",2021-11-23 13:05:00,13,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","NOT DIVIDED","NOT APPLICABLE",41.761848064,-87.741670647
"370","injuries",2021-11-23 13:04:00,13,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","FOUR WAY","FAILING TO YIELD RIGHT-OF-WAY",41.713979499,-87.653512313
"371","none",2021-11-23 13:00:00,13,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","NOT DIVIDED","FAILING TO REDUCE SPEED TO AVOID CRASH",41.79340166,-87.704924165
"372","none",2021-11-23 13:00:00,13,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","NOT DIVIDED","FAILING TO YIELD RIGHT-OF-WAY",41.816865148,-87.598688844
"373","none",2021-11-23 13:00:00,13,"ON SCENE",1,20,"CLEAR","DAYLIGHT","DRY","FIXED OBJECT","ONE-WAY","FAILING TO REDUCE SPEED TO AVOID CRASH",41.780236178,-87.736092466
"374","none",2021-11-23 13:00:00,13,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","NOT DIVIDED","FAILING TO REDUCE SPEED TO AVOID CRASH",41.781041507,-87.762921764
"375","none",2021-11-23 13:00:00,13,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","DIVIDED - W/MEDIAN (NOT RAISED)","UNABLE TO DETERMINE",41.726167541,-87.68208156
"376","none",2021-11-23 12:55:00,12,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","DIVIDED - W/MEDIAN (NOT RAISED)","OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",41.836151253,-87.646085476
"377","none",2021-11-23 12:50:00,12,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","NOT DIVIDED","NOT APPLICABLE",41.736376037,-87.625621311
"378","none",2021-11-23 12:45:00,12,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","NOT DIVIDED","IMPROPER OVERTAKING/PASSING",41.736690945,-87.609619094
"379","none",2021-11-23 12:30:00,12,"ON SCENE",2,35,"CLEAR","DAYLIGHT","DRY","TURNING","RAMP","IMPROPER TURNING/NO SIGNAL",41.749078918,-87.605324653
"380","none",2021-11-23 12:30:00,12,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)","UNABLE TO DETERMINE",41.951614035,-87.747414793
"381","none",2021-11-23 12:30:00,12,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","NOT DIVIDED","FOLLOWING TOO CLOSELY",42.000443496,-87.660859351
"382","none",2021-11-23 12:30:00,12,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","ANGLE","ONE-WAY","IMPROPER BACKING",41.95149483,-87.75723874
"383","none",2021-11-23 12:25:00,12,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","OTHER","FAILING TO REDUCE SPEED TO AVOID CRASH",41.871982405,-87.761341642
"384","none",2021-11-23 12:18:00,12,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","NOT DIVIDED","NOT APPLICABLE",41.88671843,-87.745351623
"385","none",2021-11-23 12:12:00,12,"ON SCENE",1,30,"CLEAR","DAYLIGHT","DRY","OTHER OBJECT","ONE-WAY","DISREGARDING ROAD MARKINGS",41.994792037,-87.70697769
"386","none",2021-11-23 12:05:00,12,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","NOT DIVIDED","UNABLE TO DETERMINE",41.917986447,-87.670478232
"387","none",2021-11-23 12:00:00,12,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","ANGLE","UNKNOWN","FAILING TO YIELD RIGHT-OF-WAY",41.816717235,-87.598916759
"388","none",2021-11-23 11:54:00,11,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","NOT DIVIDED","IMPROPER OVERTAKING/PASSING",41.89616972,-87.66811805
"389","none",2021-11-23 11:50:00,11,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","ONE-WAY","UNABLE TO DETERMINE",41.893268176,-87.746022056
"390","none",2021-11-23 11:50:00,11,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","ONE-WAY","IMPROPER BACKING",41.843867985,-87.720731073
"391","none",2021-11-23 11:45:00,11,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","ONE-WAY","UNABLE TO DETERMINE",41.762168766,-87.562641244
"392","none",2021-11-23 11:40:00,11,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","NOT DIVIDED","FAILING TO YIELD RIGHT-OF-WAY",41.866465287,-87.696053439
"393","none",2021-11-23 11:40:00,11,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","NOT DIVIDED","UNABLE TO DETERMINE",41.89578523,-87.677930893
"394","none",2021-11-23 11:31:00,11,"ON SCENE",2,25,"CLEAR","DAYLIGHT","DRY","REAR END","NOT DIVIDED","FOLLOWING TOO CLOSELY",41.866304031,-87.705182422
"395","none",2021-11-23 11:30:00,11,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","NOT DIVIDED","IMPROPER LANE USAGE",41.798516295,-87.619241071
"396","none",2021-11-23 11:20:00,11,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","NOT DIVIDED","OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",41.905612968,-87.755999739
"397","none",2021-11-23 11:20:00,11,"NOT ON SCENE (DESK REPORT)",2,35,"CLEAR","DAYLIGHT","DRY","REAR END","FOUR WAY","UNABLE TO DETERMINE",41.953897081,-87.717754878
"398","injuries",2021-11-23 11:13:00,11,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","NOT DIVIDED","UNABLE TO DETERMINE",42.021289399,-87.672610435
"399","none",2021-11-23 11:05:00,11,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","REAR TO SIDE","NOT DIVIDED","IMPROPER BACKING",41.900907203,-87.625122202
"400","none",2021-11-23 10:59:00,10,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","REAR TO FRONT","NOT DIVIDED","UNABLE TO DETERMINE",41.799945281,-87.763496525
"401","injuries",2021-11-23 10:53:00,10,"NOT ON SCENE (DESK REPORT)",3,30,"UNKNOWN","UNKNOWN","UNKNOWN","REAR END","NOT DIVIDED","UNABLE TO DETERMINE",41.939550639,-87.671354689
"402","none",2021-11-23 10:40:00,10,"NOT ON SCENE (DESK REPORT)",2,10,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","PARKING LOT","UNABLE TO DETERMINE",41.99021647,-87.73095802
"403","none",2021-11-23 10:38:00,10,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","DIVIDED - W/MEDIAN (NOT RAISED)","UNABLE TO DETERMINE",41.942137405,-87.71269112
"404","none",2021-11-23 10:30:00,10,"UNKNOWN",2,35,"CLEAR","DAYLIGHT","DRY","ANGLE","NOT DIVIDED","DISREGARDING STOP SIGN",41.877651524,-87.671774593
"405","none",2021-11-23 10:30:00,10,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","DIVIDED - W/MEDIAN BARRIER","NOT APPLICABLE",41.751855602,-87.548250337
"406","none",2021-11-23 10:20:00,10,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","NOT DIVIDED","IMPROPER TURNING/NO SIGNAL",41.793420237,-87.703697508
"407","none",2021-11-23 10:17:00,10,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","DIVIDED - W/MEDIAN (NOT RAISED)","UNABLE TO DETERMINE",42.004925042,-87.689963373
"408","none",2021-11-23 10:15:00,10,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","ONE-WAY","IMPROPER LANE USAGE",41.892706907,-87.620379458
"409","none",2021-11-23 10:05:00,10,"NOT ON SCENE (DESK REPORT)",2,30,"UNKNOWN","UNKNOWN","UNKNOWN","SIDESWIPE SAME DIRECTION","NOT DIVIDED","IMPROPER LANE USAGE",41.764964222,-87.683102535
"410","none",2021-11-23 10:03:00,10,"ON SCENE",2,15,"CLEAR","DAYLIGHT","DRY","REAR END","NOT DIVIDED","UNABLE TO DETERMINE",41.806497692,-87.684812439
"411","none",2021-11-23 10:00:00,10,"NOT ON SCENE (DESK REPORT)",2,20,"UNKNOWN","UNKNOWN","UNKNOWN","PARKED MOTOR VEHICLE","ONE-WAY","UNABLE TO DETERMINE",41.908709965,-87.630277149
"412","none",2021-11-23 10:00:00,10,"NOT ON SCENE (DESK REPORT)",2,20,"UNKNOWN","UNKNOWN","UNKNOWN","PARKED MOTOR VEHICLE","ONE-WAY","UNABLE TO DETERMINE",41.993262287,-87.695690824
